id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct,psd_C_U,psd_C_C,psd_fraction_clay,psd_fraction_silt,psd_fraction_sand,psd_fraction_gravel,log_diff_psd_size_at_d20_mm,log_diff_psd_size_at_d30_mm,log_diff_psd_size_at_d40_mm,log_diff_psd_size_at_d50_mm,log_diff_psd_size_at_d60_mm,log_diff_psd_size_at_d70_mm,log_diff_psd_size_at_d80_mm,log_diff_psd_size_at_d90_mm,log_diff_psd_size_at_d95_mm,log_diff_psd_size_at_d98_mm,atterberg_is_missing,kf_is_missing,loi_is_missing,log10_kf,atterberg_plasticity_index,psd_C_U_is_low,skempton_index,hazen_interaction,casagrande_interaction,proctor_mdd_g_cm3,proctor_owc_pct
10,0.074093,0.273865,0.39213,0.729818,2.439525,5.397719,10.12973,16.931951,25.087087,30.536681,45.345019,0.0,0.0,9.51,47.69,150.0,2.702,1.0458685466666667e-05,20.331199999999995,0.0,0.0,1.2579999999999993,72.85059317344418,0.38447905614740163,0.0,9.51,38.18,52.31,0.5677593533093586,0.7236528898029706,0.9934373908901631,1.5175280935039346,1.8624330922886423,2.1358206901640036,2.3589298234108,2.5296730563430687,2.6150446526991784,2.786752408635002,1,1,1,-4.980522897729624,0.0,0,0.0,-6.116041604348341,14.6,2.157,8.23
11,0.062131,0.098724,0.156869,0.249261,0.396067,0.629339,1.0,2.115362,3.769146,4.732864,5.369354,0.0,0.0,10.3,79.0,100.0,2.65,1.639381586333334e-05,26.3218,0.0,0.0,1.1879999999999997,10.129226955947916,0.6293341034904644,0.0,10.3,68.7,21.0,0.201114399703896,0.4022287843912915,0.6033459893674251,0.8044603151771413,1.005576302065427,1.2066916563500767,1.5320763548458587,1.7829346167676543,1.881815681439634,1.9366136941703562,1,1,1,-4.785319947252775,0.0,0,0.0,-5.187548746660568,14.6,1.932,11.11
12,0.178671,0.284356,0.360453,0.456915,0.597076,0.794913,1.13921,2.295216,6.551546,12.411347,20.402187,0.0,0.0,3.86,78.55,100.0,2.65,0.00013151048,3.75,0.0,0.0,0.46599999999999997,4.44903201974579,0.9147946610425343,0.0,3.86,74.69,21.450000000000003,0.2018083283263853,0.3047945763399068,0.4077813475767824,0.5239755465732188,0.6482655313827641,0.8045497204449867,1.1087694946175872,1.5642897265478912,1.8417648498075678,2.0576226557464534,1,0,1,-3.881039637099577,0.0,1,0.0,-4.284656293752348,14.6,1.923,11.27
13,0.289382,0.401422,0.544898,0.707661,0.919044,1.341568,2.089188,3.604314,5.671522,7.037527,8.08237,0.0,0.0,1.44,69.2,100.0,2.65,2.526513e-05,30.0,0.0,0.0,0.3380000000000002,4.635975976391069,0.7647970837411173,0.0,1.44,67.76,30.799999999999997,0.14212965653897464,0.27484370002086034,0.38835374795687305,0.5018647902487035,0.6661411767851246,0.8585060087994992,1.0953511048996607,1.2922281072158814,1.3859485602193198,1.4460672141308544,1,0,1,-4.5974784627874214,0.0,1,0.0,-4.88173777586537,14.6,1.884,10.19
14,0.34325,0.57669,0.81966,1.37853,2.99623,4.96322,7.26308,15.37242,30.36286,42.67199,52.338711,0.0,0.0,0.0,44.79,150.0,2.65,4.467495119999999e-05,13.885999999999997,0.0,0.0,0.4780000000000002,14.459490167516387,0.39436050251344457,0.0,0.0,44.79,55.21,0.22533187475392902,0.37802319581056254,0.6038056758878692,0.9409646022030461,1.1601529802795492,1.3255102818636735,1.6511316956908688,1.9467321311867858,2.094532350661949,2.183212476703809,1,1,1,-4.3499359132169975,0.0,0,0.0,-4.8005996627248555,14.6,2.101,6.9
15,0.013152,0.067878,0.168313,0.284255,0.403336,0.601016,0.968103,2.263601,5.919468,9.738284,13.11792,1.0,2.66,19.36,78.68,100.0,2.67,1.727e-08,30.0,25.648199999999996,15.150600000000003,2.3,45.697688564476884,3.583913241587513,2.66,16.7,59.32000000000001,21.319999999999993,0.712737237312951,1.107125860700975,1.3347163124014805,1.4866751867597958,1.6598942335691884,1.8669297657404496,2.235808076927355,2.6532908769582972,2.8694906356366516,2.9988731778211393,1,0,0,-7.7627076624325415,10.497599999999993,0,0.27923615999999984,-9.188182137058444,6.374413999999996,2.036,10.31
16,0.00195,0.007188,0.016128,0.031243,0.064552,0.141196,0.222843,0.315901,0.431912,0.526532,0.854939,1.0,10.13,49.73,99.68,100.0,2.67,3.5e-09,30.0,34.3524,18.813999999999993,3.4,72.40820512820513,0.9447219903810744,10.13,39.599999999999994,49.95000000000001,0.3199999999999932,0.5665734570744183,0.9175459034029134,1.2047181174564225,1.519875091095971,1.8597877822191737,2.0579643851071516,2.20951638932514,2.3453606590461407,2.431390159222813,2.6419005175077883,1,0,0,-8.455931955649724,15.53840000000001,0,1.574039920000001,-9.589078869798561,5.061148000000008,1.818,15.97
17,0.179204,0.388294,0.656142,1.04081,1.726878,3.461812,7.289474,13.883202,21.506483,26.02795,29.185176,1.0,0.71,4.02,52.9,150.0,2.65,3.306798619999998e-05,14.695999999999994,0.0,0.0,0.6040000000000001,19.317716122407983,0.693976074229299,0.71,3.3099999999999996,48.879999999999995,47.1,0.33581298049766795,0.5636501387777257,0.764023756941024,0.9839139574434292,1.285955779736487,1.6093484919706675,1.8891419433805865,2.079221695820762,2.1620922644866076,2.2118146173578626,1,1,1,-4.480592252284895,0.0,0,0.0,-5.15221821328023,14.6,2.074,6.38
18,0.038667,0.253811,0.357957,0.505547,0.74972,1.223061,2.631011,6.357852,14.035809,20.993715,27.039497,0.0,0.0,11.66,66.57,150.0,2.65,8.395372866666664e-06,26.0458,0.0,0.0,1.3699999999999994,31.63061525331678,2.709399977946469,0.0,11.66,54.91,33.43000000000001,0.8171699617916148,0.9664903812394602,1.1164210591476076,1.2875586181030223,1.5001076395452437,1.8327821854232407,2.215969935649174,2.5598969712732,2.7347488187364455,2.8446581300086007,1,1,1,-5.075960010623044,0.0,0,0.0,-6.710299934206274,14.6,2.074,8.62
19,0.002397,0.007302,0.016432,0.033203,0.073775,0.152855,0.294587,0.667556,2.746702,6.129475,10.693073,1.0,8.96,47.94,87.89,100.0,2.65,4.4e-10,30.0,34.32,19.29,3.5,63.769294952023365,0.736941763162323,8.96,38.98,39.95,12.11,0.48377379458005487,0.8360223922195491,1.1415092913747211,1.4882411841383432,1.8046116153542235,2.0895455436636,2.444819669667166,3.0591435097058124,3.407755244013764,3.6494344976630737,0,0,0,-9.356547323513812,15.030000000000001,0,1.3466880000000003,-10.324094912673921,4.576400000000001,1.887,14.11
20,0.278723,0.354923,0.451956,0.55395,0.660591,0.787761,0.939412,1.234038,1.709712,2.052215,3.082853,0.0,0.0,0.57,94.81,100.0,2.65,8.11707348e-05,25.075599999999998,0.0,0.0,0.29200000000000015,2.826322190848979,0.9303043004822195,0.0,0.57,94.24000000000001,5.189999999999998,0.10496133592602236,0.20992334847272448,0.29829775887983,0.37475984466970524,0.45122166838727706,0.5276832957109439,0.6461557254005521,0.787750152071315,0.8670500497934154,1.0437800088844686,1,1,1,-4.090600522554012,0.0,1,0.0,-4.300523194406057,14.6,1.75,12.77
21,0.002867,0.015123,0.079781,0.193208,0.308621,0.447187,0.663011,0.99276,2.655087,6.991697,14.575309,0.0,7.86,28.58,88.32,100.0,2.63,6.4e-10,30.0,27.179400000000005,13.3014,2.214,155.9773282176491,4.964575141718223,7.86,20.72,59.739999999999995,11.680000000000007,0.7222102592113284,1.4444717826442839,1.8285974119690374,2.0319977811909595,2.1930614769087877,2.364093040887657,2.539416577428515,2.9666510633564593,3.387154906016337,3.706190077727956,1,0,1,-9.193820026016112,13.878000000000005,0,1.0908108000000005,-10.63824054443877,8.637038000000002,2.06,9.37
22,0.004178,0.02056,0.07578,0.201157,0.390253,0.75722,1.784362,4.304822,8.76895,13.114803,18.50316,1.0,7.03,28.45,71.19,150.0,2.65,2.0809145002192976e-06,25.620999999999995,35.67,20.66,3.0,181.23982766874101,1.815175788072338,7.03,21.419999999999998,42.739999999999995,28.810000000000002,0.6920546746789482,1.2585861652946844,1.6825667144048129,1.970377814663997,2.2582536405599485,2.6305145302332704,3.012986762882669,3.321979158120116,3.496793335709417,3.6462774686164696,0,1,0,-5.681745763539352,15.010000000000002,0,1.0552030000000001,-7.065855112897248,3.5709,1.937,11.64
23,0.001823,0.005071,0.009024,0.015581,0.026315,0.043771,0.081646,0.275425,0.568624,1.331392,6.221932,1.0,10.63,67.48,96.18,100.0,2.67,2.2e-10,30.0,48.6,25.74,5.2,24.010422380691168,1.0205282610025428,10.63,56.85,28.700000000000003,3.819999999999993,0.4443069418928971,0.694612417984291,0.9318086589142354,1.15941670569832,1.380399800039949,1.651148243988062,2.1792166894492175,2.4940385174198103,2.863519274402096,3.5331385917039912,0,0,0,-9.657577319177793,22.860000000000003,0,2.4300180000000005,-10.546191202963588,1.9820000000000029,1.711,19.3
24,0.047654,0.066362,0.092415,0.126473,0.144485,0.165062,0.188569,0.215424,0.246103,0.340381,0.433731,0.0,0.0,18.43,99.98,100.0,2.65,5.9560524713678905e-05,21.8502,31.080799999999996,18.188799999999993,1.4179999999999995,3.4637596004532667,1.0857715859309507,0.0,18.43,81.55000000000001,0.01999999999999602,0.14382010571550974,0.28764310736545684,0.4238984598695026,0.48172340179668005,0.5395477425198009,0.5973709374854326,0.6551947251400582,0.713017547308988,0.8538659493735311,0.959121103048119,1,1,1,-4.225041484874671,12.892000000000003,1,0.0,-4.512681696305691,4.803016000000007,1.807,11.14
25,0.022747,0.134662,0.305628,0.416124,0.545651,0.677027,0.840035,1.069271,1.515611,1.80442,2.034099,1.0,0.0,17.67,97.95,100.0,2.66,2.20102e-06,1.98,24.345799999999993,15.226599999999998,0.6,29.763353409240782,6.065354129612337,0.0,17.67,80.28,2.049999999999997,0.7723209327066214,1.1282690118453198,1.2622986368851783,1.3799908278449606,1.4736818611843918,1.5673732536735407,1.6721636607455108,1.8236636210216781,1.8994135045115774,1.9514479586845397,1,0,0,-5.657376011126718,9.119199999999996,0,0.0,-7.202017876539961,5.946766,2.104,8.91
26,0.002629,0.010768,0.044099,0.144024,0.247838,0.357361,0.516725,0.801281,1.661226,3.957441,9.406881,0.0,8.1,32.53,91.81,100.0,2.65,5.1e-10,30.25,30.066599999999994,16.566799999999997,2.338,135.93039178394827,2.069949460643498,8.1,24.43,59.28,8.189999999999998,0.6123444607735387,1.2246381553023837,1.7386442823713397,1.9743773096587176,2.1333165686413746,2.2934688878244254,2.4839942587524977,2.8006381335673107,3.177623862743145,3.553655063991684,1,0,1,-9.292429823902063,13.499799999999997,0,1.0934837999999996,-10.51711874544914,6.151182000000001,2.065,9.73
27,0.141229,0.284809,0.642959,2.094167,4.38692,8.327496,14.118328,20.055171,26.965356,31.267709,47.047253,1.0,0.36,4.91,39.39,150.0,2.7,1.92467872e-05,14.229799999999997,0.0,0.0,0.848,58.9644902959024,0.35150235814608727,0.36,4.55,34.480000000000004,60.61,0.3046298249254791,0.6582593958420756,1.1710874276565053,1.4922358306543306,1.770590548739694,1.999859383282582,2.15230248532026,2.2808822742559633,2.3451721774280525,2.522610386855156,1,1,1,-4.715641755389839,0.0,0,0.0,-5.324901405240798,14.6,2.192,7.58
28,0.142032,0.305941,0.474551,0.654492,0.888452,1.246555,1.785859,2.48347,3.40665,3.989898,6.1815,0.0,0.0,6.91,73.15,100.0,2.65,0.000104598,30.0,0.0,0.0,1.2,8.77657851751718,1.271944431206805,0.0,6.91,66.24000000000001,26.849999999999994,0.3332514793539312,0.523896690366937,0.6635181399058041,0.7962477668046007,0.943325242493342,1.0994609642563593,1.242672715604907,1.3799413138092287,1.448575590743666,1.6387076710440494,1,0,0,-3.980476619457921,0.0,0,0.0,-4.646979578165784,14.6,1.994,9.38
29,0.280914,0.366362,0.477801,0.58858,0.71656,0.872368,1.099317,1.497998,2.088978,2.904993,3.540559,0.0,0.0,0.67,89.34,100.0,2.65,0.00049430524,3.75,0.0,0.0,0.3,3.1054628818784398,0.9315818066827283,0.0,0.67,88.67,10.659999999999997,0.11533703738911166,0.23067367054648336,0.32123211683714714,0.40667917739380766,0.49212634269710315,0.5925495602026485,0.726937849718043,0.8713604824343865,1.0145717064197628,1.1004984520689791,1,0,0,-3.306004785673103,0.0,1,0.0,-3.5366788604513264,14.6,1.746,12.0
30,0.17895,0.35254,0.51191,0.68596,0.86,1.10252,1.62672,2.47096,4.58243,6.240378,7.510692,0.0,0.0,0.0,74.94,100.0,2.65,0.00012887048740000003,25.05,0.0,0.0,0.49599999999999994,6.161050572785694,1.3282170403758,0.0,0.0,74.94,25.060000000000002,0.2944766974488209,0.4564619107124812,0.5835670889490061,0.6817667485175446,0.7896547737003432,0.9585811034869424,1.140134012356395,1.4083641367901891,1.5424791943830205,1.622948249982041,1,1,1,-3.8898465289370696,0.0,0,0.0,-4.478799923834711,14.6,1.97,8.49
31,0.004157,0.046208,0.099872,0.1533,0.208753,0.281511,0.374479,0.498149,0.972734,2.267215,4.795025,1.0,6.56,23.04,94.45,100.0,2.65,2.4680614439481054e-07,20.9928,26.506200000000007,14.4802,1.5,67.71974981958142,8.523384883277574,6.56,16.48,71.41,5.549999999999997,1.0459371470473113,1.3806637224790237,1.5667621303481603,1.7008527009624008,1.8307153450042932,1.9546474438848493,2.0785792383322983,2.3692140715423147,2.736712681719188,3.0620108513036466,1,1,0,-6.607644032468845,12.026000000000007,0,0.7889056000000003,-8.699518326563467,7.276474000000002,2.033,9.49
32,0.001825,0.002395,0.003315,0.005712,0.014379,0.045983,0.166302,0.347948,0.618358,0.96265,1.868337,1.0,13.37,62.56,98.28,100.0,2.65,1.1e-10,30.0,48.01,23.67,3.9,25.196164383561644,0.1309504197352267,13.37,49.190000000000005,35.72,1.7199999999999989,0.11804264895808858,0.25922066394829857,0.4955253299756248,0.8964658149189568,1.4013344330895217,1.9596346034200556,2.2802514757274035,2.529977115048426,2.722205546371571,3.0101923457354487,0,0,0,-9.958607314841775,24.339999999999996,0,3.254257999999999,-10.194692612757951,3.892699999999998,1.771,16.78
33,0.013521,0.116286,0.271968,0.381952,0.531984,0.717777,0.968457,1.418371,2.173767,3.058465,3.753859,1.0,1.79,15.42,88.78,100.0,2.67,2.008341583333334e-06,8.895199999999999,24.67739999999999,14.724400000000003,1.138,53.08608830707788,7.621444025528145,1.79,13.629999999999999,73.36,11.219999999999999,0.9345186191456027,1.3035089947693657,1.4509999756578598,1.5948897578198133,1.7249807251671285,1.8550715297892206,2.0207810303121425,2.206204178644429,2.3544947021579956,2.443469143115365,1,1,1,-5.697162419445147,9.952999999999989,0,0.17815869999999978,-7.566199657736352,6.538497999999995,1.995,11.57
34,0.352044,0.518915,0.637806,0.783937,0.963548,1.397571,2.125081,3.493996,5.464981,6.771292,7.700541,0.0,0.0,0.26,68.78,100.0,2.65,0.00012553992460000006,14.027000000000001,0.0,0.0,0.5,3.9698759246003337,0.8268112432165917,0.0,0.26,68.52,31.22,0.1684992779003252,0.25809165354686003,0.34768421572273445,0.4372764074002484,0.5987769334373021,0.7807785414588879,0.996725456562027,1.1909917094888978,1.284074595487485,1.3399242906223683,1,1,0,-3.9012181365249905,0.0,1,0.0,-4.238216692325641,14.6,1.887,9.97
35,0.007235,0.019804,0.031575,0.093011,0.177971,0.271516,0.369477,0.507527,1.358514,3.787466,9.59307,1.0,4.73,36.85,92.31,100.0,2.65,1.8332844611810261e-07,28.807399999999998,32.754599999999996,18.45819999999999,2.8,37.52812715964063,0.5075195264169454,4.73,32.120000000000005,55.46,7.689999999999998,0.4373143822043901,0.6399048237723122,1.1090957782257425,1.3909107052468357,1.5743568914973167,1.7081488732190127,1.8460206158377817,2.273625582890622,2.718910207420675,3.1225190780447116,1,1,0,-6.736770142601221,14.296400000000006,0,0.6762197200000003,-7.611398907010002,4.985542000000008,1.939,11.22
36,0.12736,0.188038,0.263019,0.317647,0.38362,0.463297,0.632703,0.939133,2.213342,3.81687,8.163151,0.0,0.0,6.94,89.07,100.0,2.65,1.1718e-07,30.0,0.0,0.0,1.2,3.6376962939698494,1.1724159175042626,0.0,6.94,82.13,10.930000000000007,0.1692125729267958,0.3149540718494306,0.3969117076261893,0.47886819060559277,0.5608264376194816,0.6961668433043047,0.8676940510054589,1.240015474802114,1.4766743180322925,1.8068247796547956,1,0,0,-6.931146506328502,0.0,1,0.0,-7.269571652182093,14.6,1.898,8.66
37,0.149854,0.381877,0.883186,1.833354,4.278098,8.331801,12.224687,17.46908,23.457963,27.18319,29.696584,1.0,2.01,6.96,41.22,150.0,2.66,2.6013345999999986e-05,16.857199999999995,0.0,0.0,1.1999999999999995,55.59945680462317,0.6247368504767606,2.01,4.95,34.26,58.78,0.4062551622121538,0.7703838362277061,1.0875779905243341,1.4555823889906017,1.7450705486340876,1.911569408387664,2.0666016937865725,2.194621957035214,2.258632080779918,2.297038155361701,1,1,1,-4.5848037825263175,0.0,0,0.0,-5.397314106950625,14.6,2.175,7.47
38,0.193494,0.392582,0.713929,1.460804,3.239451,6.877837,11.138874,16.770735,24.220216,29.106567,38.698369,1.0,0.0,4.75,43.78,150.0,2.65,2.7480650199999986e-05,15.876399999999999,0.0,0.0,0.674,35.545479446391106,0.38299284901286607,0.0,4.75,39.03,56.22,0.30726288054034484,0.566987520832282,0.8779244467342966,1.2238039125335107,1.5507843764772609,1.7601737886985793,1.937884593911932,2.097510509285677,2.1773234825588377,2.301025158770743,1,1,1,-4.560972995959957,0.0,0,0.0,-5.175498757040646,14.6,2.125,8.29
39,0.02678,0.06723,0.125733,0.177355,0.25007,0.287601,0.330764,0.380405,0.437496,0.469179,0.48928,1.0,2.37,18.97,100.0,100.0,2.67,4.3507078113353095e-05,17.8124,27.200599999999998,17.647999999999993,1.5,10.739395070948468,2.0525681778931455,2.37,16.599999999999998,81.03,0.0,0.3997525385787335,0.671638705304162,0.8210328639537933,0.9702510214298139,1.030979819096492,1.0917076626297175,1.1524356439441146,1.213163513971784,1.243527992599935,1.261746891056236,1,1,0,-4.361440082459007,9.552600000000005,0,0.22639662000000013,-5.160945159616474,4.296162000000007,1.946,11.59
40,0.001213,0.010605,0.023241,0.044183,0.114932,0.25289,0.37097,0.569248,1.066763,2.927167,9.001245,1.0,11.6,44.05,93.89,100.0,2.65,7.246342265474035e-08,29.92,31.19359999999999,16.920399999999994,2.88,208.4830997526793,1.7608289264315562,11.6,32.449999999999996,49.84,6.109999999999999,0.9416498719860076,1.2823940098198132,1.5613944000127133,1.9765801633181679,2.319070855560931,2.485477989176349,2.671440712569945,2.9442071431830454,3.382586699534263,3.8704417818211114,1,1,1,-7.139881156846304,14.273199999999996,0,1.6556911999999995,-9.02318090081832,6.101872000000004,1.951,11.9
41,0.029989,0.172979,0.520789,0.984213,1.732293,3.628278,7.41975,13.762272,22.542239,28.312906,37.414514,1.0,1.44,13.98,52.55,150.0,2.65,7.65060813333333e-06,20.299799999999998,0.0,0.0,1.3019999999999994,120.98696188602487,2.4926486409023845,1.44,12.540000000000001,38.56999999999999,47.45,0.7610313978933638,1.239699818368487,1.5161271129163263,1.7616593662451334,2.082738571258227,2.393427288260857,2.661728152860595,2.8760350657916516,2.975022462867698,3.096078124070859,1,1,1,-5.116304042172674,0.0,0,0.0,-6.638366837959401,14.6,2.099,7.7
42,0.004866,0.047448,0.1422,0.24847,0.352999,0.500375,0.7281,1.121626,2.708511,6.116544,10.955261,1.0,6.53,22.02,87.76,100.0,2.63,4.109000526797386e-07,22.7406,25.610199999999995,13.649599999999998,2.0,102.83086724208796,8.304844116604285,6.53,15.489999999999998,65.74000000000001,12.239999999999995,0.9890458064304786,1.4657274917989476,1.7081018553921803,1.8606013704952975,2.0121234985183616,2.175018926456797,2.3626759633652075,2.745558499120041,3.0993339996293994,3.352450624130726,1,1,0,-6.386263803059087,11.960599999999998,0,0.7810271799999998,-8.364355415920045,7.865154000000001,1.974,10.91
