id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_mdd_g_cm3,proctor_owc_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct
28,0.142032,0.305941,0.474551,0.654492,0.888452,1.246555,1.785859,2.48347,3.40665,3.989898,6.1815,False,0.0,6.91,73.15,1.994,9.38,100,2.65,0.000104598,30.0,,,1.2
29,0.280914,0.366362,0.477801,0.58858,0.71656,0.872368,1.099317,1.497998,2.088978,2.904993,3.540559,False,0.0,0.67,89.34,1.746,12.0,100,2.65,0.00049430524,3.75,,,0.3
30,0.17895,0.35254,0.51191,0.68596,0.86,1.10252,1.62672,2.47096,4.58243,6.240378,7.510692,False,0.0,0.0,74.94,1.97,8.49,100,2.65,,,,,
31,0.004157,0.046208,0.099872,0.1533,0.208753,0.281511,0.374479,0.498149,0.972734,2.267215,4.795025,True,6.56,23.04,94.45,2.033,9.49,100,2.65,,,,,1.5
32,0.001825,0.002395,0.003315,0.005712,0.014379,0.045983,0.166302,0.347948,0.618358,0.96265,1.868337,True,13.37,62.56,98.28,1.771,16.78,100,2.65,1.1e-10,30.0,48.01,23.67,3.9
33,0.013521,0.116286,0.271968,0.381952,0.531984,0.717777,0.968457,1.418371,2.173767,3.058465,3.753859,True,1.79,15.42,88.78,1.995,11.57,100,2.67,,,,,
34,0.352044,0.518915,0.637806,0.783937,0.963548,1.397571,2.125081,3.493996,5.464981,6.771292,7.700541,False,0.0,0.26,68.78,1.887,9.97,100,2.65,,,,,0.5
35,0.007235,0.019804,0.031575,0.093011,0.177971,0.271516,0.369477,0.507527,1.358514,3.787466,9.59307,True,4.73,36.85,92.31,1.939,11.22,100,2.65,,,,,2.8
36,0.12736,0.188038,0.263019,0.317647,0.38362,0.463297,0.632703,0.939133,2.213342,3.81687,8.163151,False,0.0,6.94,89.07,1.898,8.66,100,2.65,1.1718e-07,30.0,,,1.2
37,0.149854,0.381877,0.883186,1.833354,4.278098,8.331801,12.224687,17.46908,23.457963,27.18319,29.696584,True,2.01,6.96,41.22,2.175,7.47,150,2.66,,,,,
38,0.193494,0.392582,0.713929,1.460804,3.239451,6.877837,11.138874,16.770735,24.220216,29.106567,38.698369,True,0.0,4.75,43.78,2.125,8.29,150,2.65,,,,,
39,0.02678,0.06723,0.125733,0.177355,0.25007,0.287601,0.330764,0.380405,0.437496,0.469179,0.48928,True,2.37,18.97,100.0,1.946,11.59,100,2.67,,,,,1.5
40,0.001213,0.010605,0.023241,0.044183,0.114932,0.25289,0.37097,0.569248,1.066763,2.927167,9.001245,True,11.6,44.05,93.89,1.951,11.9,100,2.65,,,,,
41,0.029989,0.172979,0.520789,0.984213,1.732293,3.628278,7.41975,13.762272,22.542239,28.312906,37.414514,True,1.44,13.98,52.55,2.099,7.7,150,2.65,,,,,
42,0.004866,0.047448,0.1422,0.24847,0.352999,0.500375,0.7281,1.121626,2.708511,6.116544,10.955261,True,6.53,22.02,87.76,1.974,10.91,100,2.63,,,,,2.0
43,0.024857,0.164585,0.423359,0.763695,1.19479,1.712979,2.416836,3.368896,5.774137,8.871387,13.731447,True,0.79,14.01,64.3,2.034,10.08,150,2.65,,,,,
44,0.340628,0.850356,2.25301,5.507339,10.022761,15.134178,21.672247,30.779061,44.015107,52.658824,58.639842,False,0.0,2.89,28.73,2.129,7.58,150,2.65,,,,,
45,0.001992,0.016241,0.053291,0.096607,0.151742,0.215732,0.322944,0.503661,1.638804,4.642763,9.368378,True,10.02,32.55,91.0,2.087,8.43,100,2.65,,,,,
46,0.30137,0.423315,0.594604,0.835201,2.354293,6.798811,11.760816,18.167316,25.882943,31.151748,38.66311,False,0.0,1.9,49.2,1.951,6.3,150,2.65,,,,,
47,0.146277,0.269307,0.331316,0.407602,0.50175,0.643946,0.82644,1.177916,2.634722,5.162773,9.761675,False,0.0,6.61,87.63,1.903,8.45,100,2.65,1.405061e-05,30.0,,,1.2
48,0.148151,0.264076,0.440611,0.723422,1.238927,2.318119,4.344146,8.686895,14.354969,20.568056,26.81708,True,0.88,4.94,57.6,2.155,7.0,150,2.65,,,,,
49,0.039275,0.140258,0.23905,0.327026,0.438452,0.616413,0.900636,1.838642,5.568438,11.296295,19.212015,False,0.0,13.2,81.0,2.024,8.55,100,2.65,6.15e-09,30.0,,,
50,0.167345,0.305821,0.427665,0.604396,0.86206,1.425012,2.848828,6.607852,14.043692,27.61257,45.417111,False,0.0,5.05,65.57,2.054,9.06,100,2.65,6.54685e-06,30.0,,,0.5
51,0.003765,0.022501,0.122144,0.211038,0.322875,0.469818,0.771959,1.595781,5.088951,9.682384,13.087748,True,8.54,25.13,82.43,2.095,8.71,100,2.66,2e-10,30.0,22.65,12.41,1.6
52,0.264524,0.393706,0.613772,1.050535,2.562165,4.818458,7.905502,12.239313,20.250492,27.498752,38.214285,False,0.0,3.38,46.53,2.168,5.97,150,2.65,,,,,
53,0.040236,0.075662,0.130809,0.163259,0.203757,0.255023,0.330201,0.427541,0.695922,1.291963,8.979696,False,0.0,17.1,96.16,1.992,9.2,100,2.65,,,,,
54,0.013923,0.089154,0.19182,0.276334,0.33844,0.414503,0.529732,1.353232,9.437089,17.21511,24.977731,False,0.0,18.13,82.26,2.051,8.27,100,2.65,,,,,0.7
55,0.00248,0.00833,0.01696,0.02567,0.03803,0.06681,0.20456,0.38502,0.76225,1.072518,1.316403,True,8.21,58.96,100.0,1.894,14.06,100,2.67,,,,,
56,0.149002,0.306,0.511615,0.936252,2.02864,4.617198,8.438489,14.711877,21.837485,26.227481,29.274465,False,0.0,5.77,49.84,2.168,6.94,150,2.66,,,,,
57,0.007454,0.053429,0.136816,0.221776,0.326298,0.464982,0.792934,1.964315,8.363305,17.758994,25.046882,True,6.33,21.58,80.16,2.083,9.28,100,2.63,,,23.43,13.83,1.6
58,0.131005,0.286911,0.477811,0.812382,1.536789,3.037918,6.666096,11.872687,20.001425,26.383663,31.152979,True,0.63,5.04,53.74,2.194,7.3,150,2.67,,,,,
59,0.000465,0.001105,0.002627,0.009323,0.021256,0.036595,0.058997,0.104937,0.205229,0.342632,0.578682,True,26.85,71.28,99.8,1.716,19.23,100,2.66,,,,,4.8
60,0.091386,0.264118,0.425855,0.739995,1.726417,6.978587,16.230996,20.452741,25.772577,28.930839,31.008655,True,1.58,8.1,51.32,2.162,5.65,150,2.65,,,,,
61,0.266284,0.651214,1.310239,2.770142,6.988939,10.368025,14.046019,20.760592,33.089615,45.657921,55.387375,False,0.0,3.39,36.48,2.055,5.44,150,2.65,,,,,
62,0.36127,0.7077,1.48125,3.14601,5.44087,8.14171,12.82623,18.40475,25.86135,30.655742,33.949095,False,0.0,0.0,33.99,2.19,6.31,150,2.69,,,,,
63,0.3367,0.51772,0.68202,0.84633,1.04165,1.6853,3.16077,7.98846,28.05688,52.580841,76.647929,False,0.0,0.0,62.72,1.925,7.68,150,2.65,,,,,
64,0.001666,0.005585,0.012001,0.017504,0.023067,0.027539,0.033061,0.040515,0.071526,0.148558,0.400946,True,11.57,89.02,99.43,1.811,15.5,100,2.65,,,27.67,18.56,
65,0.251203,0.319345,0.40597,0.513658,0.630003,0.772701,0.94772,1.334796,1.975079,2.799121,3.472212,False,0.0,1.2,90.32,1.699,12.31,100,2.65,,,,,
66,0.277392,0.729683,1.768233,5.251258,9.437893,12.725807,17.159308,23.138112,31.200105,43.509158,54.329611,False,0.0,3.8,31.37,2.105,8.36,150,2.65,,,,,
67,0.234594,0.353168,0.509708,0.797139,1.452169,3.585901,11.274953,24.451829,41.022872,50.837397,57.819942,False,0.0,3.97,54.23,2.115,7.73,150,2.65,,,,,
68,0.017354,0.178062,0.283065,0.354068,0.442881,0.565658,0.740542,0.969495,2.690451,8.162952,17.611099,False,4.16,13.5,88.31,1.994,10.46,100,2.65,1.06909e-06,30.0,,,0.9
69,0.352068,1.546163,4.204009,8.051035,11.703269,16.649237,21.219039,27.04314,37.504189,48.60827,56.792161,False,0.0,3.77,21.76,2.032,5.15,150,2.65,,,,,
70,0.002387,0.004587,0.008815,0.016939,0.03255,0.062549,0.120196,0.252038,0.395659,0.495734,4.50777,False,7.32,60.11,97.39,1.704,15.76,100,2.65,,,,,3.5
71,0.216762,0.418074,0.572114,0.696669,0.848341,1.082662,1.75203,3.630136,9.396626,16.565035,24.359214,False,0.0,4.85,72.75,1.962,9.61,150,2.64,,,,,
72,0.253303,0.331098,0.432788,0.548656,0.671094,0.820855,1.009443,1.61499,4.977963,10.621999,13.581711,False,0.0,4.03,84.55,1.893,11.38,100,2.65,,,,,
73,0.290952,0.464019,0.698841,1.043022,1.582774,2.488277,4.103344,7.144336,16.315509,22.846443,27.960787,False,0.54,2.76,55.61,1.942,4.04,100,2.65,,,,,0.5
74,0.015205,0.079639,0.177986,0.281037,0.38333,0.531897,0.817221,1.513113,3.620507,6.226565,9.717435,True,3.55,18.17,83.57,2.043,9.29,100,2.65,,,,,
75,0.15668,0.32289,0.51648,0.95233,2.04082,4.82778,8.61784,15.03043,23.34575,29.095515,33.204502,False,0.0,0.0,49.73,2.165,6.82,100,2.66,,,,,
76,0.146816,0.308669,0.567989,1.421723,3.954183,8.113154,11.85898,17.068492,23.187443,27.025996,29.627773,True,1.58,5.91,42.9,2.176,7.87,150,2.7,,,,,
77,0.018287,0.193294,0.303675,0.38918,0.498761,0.745312,1.310838,3.194619,7.149167,11.925683,17.737325,False,2.74,14.08,74.23,2.078,9.46,100,2.65,,,,,
78,0.009325,0.012553,0.017659,0.025677,0.036438,0.060417,0.262387,2.754019,16.881726,23.060233,27.805571,True,0.69,60.41,78.68,1.862,13.36,100,2.65,1.03e-09,30.0,,,
79,0.26419,0.4204,0.72079,1.56421,3.27673,5.63594,9.04282,17.22521,28.37935,36.426832,42.312899,False,0.0,0.0,43.32,2.098,5.52,150,2.65,,,,,
80,0.175519,0.27461,0.337548,0.414911,0.51312,0.672043,0.880187,1.471892,3.904598,7.380732,17.374004,False,0.0,3.19,84.18,1.883,10.82,100,2.65,0.00015537104,3.75,,,
81,0.198509,0.408001,0.772058,1.586999,3.01223,5.309284,8.910889,13.716561,20.984862,25.911778,29.407077,True,0.25,4.4,43.04,2.091,8.87,150,2.65,,,,,
82,0.087837,0.225932,0.387254,0.64021,1.119592,3.014117,9.162283,17.754688,23.648946,27.293622,29.744783,True,1.15,7.08,56.42,2.106,6.87,150,2.64,,,,,
83,0.200947,0.944845,2.03319,3.253902,5.057272,7.682074,12.01166,17.754688,23.648946,27.293622,29.744783,False,0.0,6.14,29.65,2.172,7.94,150,2.68,,,,,
84,0.007719,0.030937,0.06808,0.124773,0.185739,0.276837,0.414913,0.793474,5.028939,9.820351,13.162028,True,1.25,28.72,85.61,2.043,7.71,100,2.65,,,,,
85,0.2273,0.351422,0.50429,0.631426,0.790613,0.989934,1.537014,2.694564,6.458702,12.34216,20.772387,False,0.0,4.13,75.85,1.918,5.36,100,2.65,0.00017035324,30.0,,,0.4
86,0.023378,0.264226,0.347503,0.457028,0.609507,0.818404,1.134965,1.68579,3.337162,5.342806,7.143307,True,0.0,12.37,84.32,2.075,8.66,100,2.78,9.56664e-06,1.65,,,0.6
87,0.167353,0.329302,0.498962,2.401105,6.047062,10.602653,16.569185,23.264366,33.685685,46.067322,55.5855,False,0.0,5.73,38.46,2.19,7.59,150,2.68,,,,,
88,0.456115,0.906416,2.073294,3.8562,5.662079,8.255882,13.502414,18.910285,24.406433,27.727291,29.932935,False,0.0,0.66,29.42,2.097,6.3,150,2.65,,,,,
89,0.263679,0.326021,0.403104,0.498411,0.60061,0.723482,0.871491,1.101125,1.592683,1.915472,2.842037,False,0.0,1.48,96.17,1.711,7.44,100,2.65,,,,,0.3
90,0.188557,0.360989,0.705802,3.11939,7.945754,12.072533,17.546311,23.388453,31.17577,43.40298,54.27654,False,0.0,5.84,36.55,2.153,7.18,150,2.65,,,,,0.8
91,0.093021,0.253668,0.465442,0.888675,3.029451,12.057554,19.232517,24.931753,33.528961,45.960032,55.533681,False,0.0,6.36,47.46,2.152,7.18,150,2.7,,,,,
92,0.301481,0.423753,0.557444,0.688796,0.851099,1.060889,1.359964,1.743351,2.49582,3.197428,3.709825,False,0.0,0.83,85.53,1.778,11.28,100,2.65,,,,,
93,0.001416,0.007535,0.01505,0.022201,0.02867,0.037708,0.056253,0.117149,0.305441,0.629961,1.777229,True,11.81,71.68,98.23,1.881,12.66,100,2.65,2.09e-09,30.0,26.29,18.13,
94,0.100958,0.146559,0.17597,0.211284,0.255888,0.342316,0.457935,0.712325,1.663157,5.180229,11.313708,True,2.81,7.13,91.2,1.845,11.82,100,2.65,,,,,
95,0.20055,0.43813,0.88582,1.92925,3.64151,6.78749,11.39627,16.85563,24.42781,29.407243,32.869732,False,0.0,0.0,40.57,2.143,8.21,150,2.68,,,,,
96,0.562787,0.78461,1.10438,1.595203,2.464427,4.140859,5.722183,7.907387,18.074032,26.149554,36.07517,False,2.55,3.24,46.15,2.098,6.93,150,2.65,,,,,
97,0.314356,0.594604,0.942715,1.498249,2.373026,3.735181,5.806553,9.295417,16.341372,25.858577,38.766023,False,0.0,0.9,46.23,2.113,8.5,150,2.66,,,,,
98,0.366125,0.573365,0.77885,1.075422,1.596628,2.258168,2.994852,3.971865,6.163716,7.693809,11.428492,False,0.0,1.02,55.7,1.976,7.18,100,2.65,1.7045e-06,30.0,,,
99,0.009204,0.054815,0.167201,0.272032,0.378355,0.529781,0.769488,1.270069,3.672513,8.474302,15.376907,False,1.42,20.78,85.66,2.062,9.47,100,2.63,,,,,
100,0.31534,0.47774,0.64594,0.81507,0.9842,1.62321,3.06082,7.87718,19.74483,31.260413,41.183144,False,0.0,0.0,63.29,1.884,9.52,100,2.65,,,,,
101,0.153012,0.320829,0.530221,0.734601,1.01788,1.413286,1.962289,2.740452,3.828572,6.250532,10.016623,False,0.0,5.76,70.58,1.952,9.56,100,2.65,,,,,
102,0.126783,0.296343,0.496908,0.909809,2.836574,9.697026,17.245323,21.829013,27.631016,31.086959,46.107212,True,2.42,4.34,47.57,2.099,5.96,150,2.65,,,,,
103,0.006522,0.036498,0.230004,0.341481,0.480865,0.687781,0.985708,1.56204,2.568829,3.356397,3.940545,True,2.82,21.61,85.32,2.0,11.68,100,2.67,4.6062e-07,2.37,,,1.9
104,0.001958,0.006067,0.027179,0.059501,0.094682,0.145979,0.214734,0.339322,0.65589,1.532323,4.555155,True,10.24,41.23,95.88,2.06,10.16,100,2.68,,,,,
105,0.07329,0.236969,0.394425,0.662231,1.304559,4.654899,14.802655,20.415482,26.599767,30.362458,42.920062,True,1.29,9.13,54.05,2.209,5.72,150,2.69,,,,,
106,0.001429,0.005353,0.011094,0.017643,0.024897,0.034112,0.050628,0.123788,0.899238,3.237273,9.952566,True,12.08,73.07,93.27,1.853,14.1,100,2.65,1e-10,30.0,,,
107,0.000785,0.007976,0.038333,0.092346,0.157101,0.227683,0.341205,0.531464,1.370595,4.57036,10.480317,True,13.56,35.15,91.93,1.99,9.25,100,2.66,5.4e-10,30.0,30.92,13.86,1.8
108,0.225386,0.330736,0.450744,0.592188,0.763782,0.985099,1.541148,2.733165,6.894079,18.692243,25.5653,False,0.0,3.31,75.67,1.926,10.95,100,2.65,1.47777e-05,20.03,,,
109,0.18513,0.333519,0.488319,0.666416,0.905248,1.46421,2.811282,6.405632,15.077451,25.833449,40.978201,False,0.0,5.02,65.52,2.046,8.58,100,2.65,8.480944e-05,3.75,,,
110,0.119448,0.238083,0.375454,0.626292,1.394146,3.545108,7.117566,12.404114,20.283188,25.479463,29.216132,True,0.18,4.79,53.03,2.086,6.88,150,2.65,,,,,
111,0.012098,0.024608,0.050053,0.101811,0.169066,0.258452,0.39369,0.711746,2.619942,6.72416,12.708864,False,0.0,33.24,88.66,2.013,10.37,100,2.65,,,,,
112,0.323772,0.55615,0.778871,1.300309,2.825043,4.72706,7.042005,15.151715,29.396969,42.722169,53.934375,False,0.0,2.22,44.23,2.101,6.9,150,2.65,,,,,
113,0.25128,0.316911,0.399684,0.504265,0.642779,0.81934,1.096637,1.836018,3.843373,6.803191,10.921021,False,0.0,2.84,81.66,1.882,9.85,100,2.65,,,,,
114,0.284255,0.369418,0.480097,0.585137,0.704808,0.848954,1.03855,1.423382,1.950812,2.745582,3.44104,False,0.0,0.44,90.79,1.75,8.91,100,2.65,0.00020323086,30.0,,,0.3
115,0.000882,0.002116,0.005213,0.010924,0.022359,0.044172,0.094693,0.231018,0.41398,0.632175,0.99251,True,19.36,64.57,98.98,1.759,16.02,100,2.65,4e-11,30.0,39.62,20.5,3.6
116,0.000144,0.000584,0.002357,0.006743,0.020873,0.129515,0.244053,0.373227,0.645849,0.9923,2.254206,True,28.82,55.27,97.71,1.77,15.8,100,2.65,,,50.25,25.7,4.2
117,0.016744,0.2108,0.366039,0.596887,1.02398,2.87503,8.173909,16.958904,23.112886,26.982511,29.608696,True,4.76,11.87,56.78,2.079,8.33,150,2.67,,,,,
118,0.29094,0.40633,0.552169,0.717458,0.932227,1.344501,2.01684,3.213487,5.165199,6.573998,7.597577,False,0.0,1.29,69.82,1.873,8.39,100,2.65,1.23814e-06,30.0,,,0.3
119,0.000167,0.000405,0.000984,0.002392,0.005385,0.012536,0.04421,0.144036,0.463093,0.988806,3.781396,True,37.98,72.97,96.98,1.609,20.71,100,2.65,,,,,
120,0.000685,0.004373,0.0213,0.066305,0.128558,0.191957,0.290674,0.452262,1.117287,3.781683,9.717435,True,15.01,39.25,92.73,2.044,9.3,100,2.65,,,29.04,12.59,3.0
121,0.266439,0.450993,0.895648,2.882931,6.320931,9.749157,13.197103,18.188907,25.869725,30.852078,44.785117,False,0.0,4.15,36.36,2.178,6.5,150,2.65,,,,,
122,0.760737,4.33892,8.338219,10.716752,13.773777,17.097726,20.158025,23.766082,28.019941,30.4244,31.963275,False,0.0,3.29,13.84,1.886,6.39,150,2.65,,,,,
123,0.009459,0.02218,0.052007,0.121949,0.193133,0.297302,0.447395,0.862249,3.618089,8.527607,14.981904,False,0.0,32.25,86.81,2.004,10.77,100,2.65,1.44e-09,30.0,,,
124,0.260098,0.376581,0.530757,0.685001,0.884069,1.263344,1.985583,4.806669,20.190874,30.965743,47.19393,False,0.0,1.89,70.16,1.926,10.95,100,2.65,1.30196e-05,15.05,,,
125,0.14817,0.28004,0.36976,0.45949,0.61956,0.83755,1.22034,2.23041,5.24385,8.0405,10.391128,False,0.0,0.0,78.19,1.89,10.64,100,2.65,,,,,
126,0.001367,0.005334,0.019854,0.061542,0.120086,0.195791,0.323525,0.563458,1.270337,5.580491,16.793205,True,12.64,40.35,92.94,2.045,10.37,100,2.65,,,,,
127,0.078642,0.2412,0.440961,0.753992,1.408942,3.776627,9.243591,16.961,23.625462,27.883336,30.798062,True,1.18,8.55,54.69,2.077,7.19,150,2.67,,,,,
128,0.294585,0.428479,0.571862,0.718584,0.90295,1.11278,1.349993,1.637775,1.986903,2.798022,3.473181,False,0.0,0.13,90.34,1.656,12.3,100,2.65,,,,,
129,0.011906,0.037299,0.116855,0.19481,0.298681,0.435769,0.743527,1.826656,7.025628,13.049136,20.893598,False,0.0,24.59,80.79,1.991,10.6,100,2.65,1.8e-10,30.0,,,
130,0.002409,0.003936,0.005944,0.008153,0.026195,0.0914,0.255089,0.399167,0.76185,1.562531,8.664066,True,6.35,56.66,95.99,1.825,14.07,100,2.65,1.1e-10,30.0,,,3.9
131,0.309914,0.457366,0.58372,0.713525,0.872195,1.127911,1.644921,2.648255,5.226094,8.443129,13.402632,False,0.0,1.9,75.18,1.852,10.11,100,2.65,0.00010612397,7.5,,,0.4
132,0.007233,0.020837,0.049744,0.102238,0.197134,0.362972,0.753582,2.833121,12.50955,21.088345,27.085296,True,3.32,33.28,77.9,1.906,10.59,100,2.622,,,32.33,19.51,3.6
133,0.001337,0.003054,0.006087,0.012358,0.034137,0.103463,0.262519,0.672062,1.678952,2.852522,4.272329,True,14.83,55.75,92.07,1.909,13.88,100,2.65,1.0562e-07,29.75,,,
134,0.039457,0.176683,0.281128,0.395811,0.571037,0.868292,1.499681,2.985851,7.0766,12.016308,17.954322,False,1.08,11.4,74.71,2.002,8.04,100,2.65,5.68769e-06,30.0,,,
135,0.00338,0.014552,0.035882,0.103034,0.220661,0.364549,0.61349,1.35601,4.710633,7.983137,12.112238,True,7.61,35.52,83.19,1.862,12.19,100,2.67,,,38.41,21.27,3.5
136,0.00268,0.00633,0.01271,0.02171,0.03768,0.05864,0.13636,0.41026,1.88462,4.0393,6.381981,True,6.61,60.85,90.39,1.768,17.69,100,2.67,,,,,
137,0.13346,0.29968,0.48363,0.85015,1.62026,3.20598,6.94788,12.55859,21.15694,27.460525,32.111636,False,0.0,0.72,53.09,2.193,7.42,150,2.704,,,,,
138,0.008784,0.019801,0.044635,0.100615,0.171048,0.26139,0.387725,0.654472,2.095179,6.097215,11.055303,False,0.0,34.24,89.78,2.019,10.27,100,2.63,5.1e-10,30.0,,,
139,0.337457,0.559582,0.828373,1.428343,2.704599,4.668001,7.351877,11.604282,18.684723,24.260437,28.375647,False,0.0,1.28,44.91,2.071,7.04,150,2.64,,,,,
140,0.001031,0.003894,0.010321,0.023651,0.051382,0.130793,1.368297,5.394236,13.607867,21.211939,27.144922,True,14.84,52.22,71.61,1.839,15.39,100,2.69,,,40.68,18.69,
