id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_mdd_g_cm3,proctor_owc_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct,clay_pct,silt_pct,sand_pct,gravel_pct,dominant_soil_type
52,0.264524,0.393706,0.613772,1.050535,2.562165,4.818458,7.905502,12.239313,20.250492,27.498752,38.214285,False,0.0,3.38,46.53,2.168,5.97,150,2.65,,,,,,0.0,3.38,43.15,53.47,Gravel
56,0.149002,0.306,0.511615,0.936252,2.02864,4.617198,8.438489,14.711877,21.837485,26.227481,29.274465,False,0.0,5.77,49.84,2.168,6.94,150,2.66,,,,,,0.0,5.77,44.07000000000001,50.16,Gravel
60,0.091386,0.264118,0.425855,0.739995,1.726417,6.978587,16.230996,20.452741,25.772577,28.930839,31.008655,True,1.58,8.1,51.32,2.162,5.65,150,2.65,,,,,,1.58,6.52,43.22,48.68,Gravel
61,0.266284,0.651214,1.310239,2.770142,6.988939,10.368025,14.046019,20.760592,33.089615,45.657921,55.387375,False,0.0,3.39,36.48,2.055,5.44,150,2.65,,,,,,0.0,3.39,33.089999999999996,63.52,Gravel
62,0.36127,0.7077,1.48125,3.14601,5.44087,8.14171,12.82623,18.40475,25.86135,30.655742,33.949095,False,0.0,0.0,33.99,2.19,6.31,150,2.69,,,,,,0.0,0.0,33.99,66.00999999999999,Gravel
66,0.277392,0.729683,1.768233,5.251258,9.437893,12.725807,17.159308,23.138112,31.200105,43.509158,54.329611,False,0.0,3.8,31.37,2.105,8.36,150,2.65,,,,,,0.0,3.8,27.57,68.63,Gravel
69,0.352068,1.546163,4.204009,8.051035,11.703269,16.649237,21.219039,27.04314,37.504189,48.60827,56.792161,False,0.0,3.77,21.76,2.032,5.15,150,2.65,,,,,,0.0,3.77,17.990000000000002,78.24,Gravel
75,0.15668,0.32289,0.51648,0.95233,2.04082,4.82778,8.61784,15.03043,23.34575,29.095515,33.204502,False,0.0,0.0,49.73,2.165,6.82,100,2.66,,,,,,0.0,0.0,49.73,50.27,Gravel
76,0.146816,0.308669,0.567989,1.421723,3.954183,8.113154,11.85898,17.068492,23.187443,27.025996,29.627773,True,1.58,5.91,42.9,2.176,7.87,150,2.7,,,,,,1.58,4.33,36.989999999999995,57.1,Gravel
79,0.26419,0.4204,0.72079,1.56421,3.27673,5.63594,9.04282,17.22521,28.37935,36.426832,42.312899,False,0.0,0.0,43.32,2.098,5.52,150,2.65,,,,,,0.0,0.0,43.32,56.68,Gravel
81,0.198509,0.408001,0.772058,1.586999,3.01223,5.309284,8.910889,13.716561,20.984862,25.911778,29.407077,True,0.25,4.4,43.04,2.091,8.87,150,2.65,,,,,,0.25,4.15,38.64,56.96,Gravel
83,0.200947,0.944845,2.03319,3.253902,5.057272,7.682074,12.01166,17.754688,23.648946,27.293622,29.744783,False,0.0,6.14,29.65,2.172,7.94,150,2.68,,,,,,0.0,6.14,23.509999999999998,70.35,Gravel
87,0.167353,0.329302,0.498962,2.401105,6.047062,10.602653,16.569185,23.264366,33.685685,46.067322,55.5855,False,0.0,5.73,38.46,2.19,7.59,150,2.68,,,,,,0.0,5.73,32.730000000000004,61.54,Gravel
88,0.456115,0.906416,2.073294,3.8562,5.662079,8.255882,13.502414,18.910285,24.406433,27.727291,29.932935,False,0.0,0.66,29.42,2.097,6.3,150,2.65,,,,,,0.0,0.66,28.76,70.58,Gravel
90,0.188557,0.360989,0.705802,3.11939,7.945754,12.072533,17.546311,23.388453,31.17577,43.40298,54.27654,False,0.0,5.84,36.55,2.153,7.18,150,2.65,,,,,0.8,0.0,5.84,30.709999999999997,63.45,Gravel
91,0.093021,0.253668,0.465442,0.888675,3.029451,12.057554,19.232517,24.931753,33.528961,45.960032,55.533681,False,0.0,6.36,47.46,2.152,7.18,150,2.7,,,,,,0.0,6.36,41.1,52.54,Gravel
95,0.20055,0.43813,0.88582,1.92925,3.64151,6.78749,11.39627,16.85563,24.42781,29.407243,32.869732,False,0.0,0.0,40.57,2.143,8.21,150,2.68,,,,,,0.0,0.0,40.57,59.43,Gravel
96,0.562787,0.78461,1.10438,1.595203,2.464427,4.140859,5.722183,7.907387,18.074032,26.149554,36.07517,False,2.55,3.24,46.15,2.098,6.93,150,2.65,,,,,,2.55,0.6900000000000004,42.91,53.85,Gravel
97,0.314356,0.594604,0.942715,1.498249,2.373026,3.735181,5.806553,9.295417,16.341372,25.858577,38.766023,False,0.0,0.9,46.23,2.113,8.5,150,2.66,,,,,,0.0,0.9,45.33,53.77,Gravel
102,0.126783,0.296343,0.496908,0.909809,2.836574,9.697026,17.245323,21.829013,27.631016,31.086959,46.107212,True,2.42,4.34,47.57,2.099,5.96,150,2.65,,,,,,2.42,1.92,43.230000000000004,52.43,Gravel
105,0.07329,0.236969,0.394425,0.662231,1.304559,4.654899,14.802655,20.415482,26.599767,30.362458,42.920062,True,1.29,9.13,54.05,2.209,5.72,150,2.69,,,,,,1.29,7.840000000000001,44.919999999999995,45.95,Gravel
112,0.323772,0.55615,0.778871,1.300309,2.825043,4.72706,7.042005,15.151715,29.396969,42.722169,53.934375,False,0.0,2.22,44.23,2.101,6.9,150,2.65,,,,,,0.0,2.22,42.01,55.77,Gravel
121,0.266439,0.450993,0.895648,2.882931,6.320931,9.749157,13.197103,18.188907,25.869725,30.852078,44.785117,False,0.0,4.15,36.36,2.178,6.5,150,2.65,,,,,,0.0,4.15,32.21,63.64,Gravel
122,0.760737,4.33892,8.338219,10.716752,13.773777,17.097726,20.158025,23.766082,28.019941,30.4244,31.963275,False,0.0,3.29,13.84,1.886,6.39,150,2.65,,,,,,0.0,3.29,10.55,86.16,Gravel
139,0.337457,0.559582,0.828373,1.428343,2.704599,4.668001,7.351877,11.604282,18.684723,24.260437,28.375647,False,0.0,1.28,44.91,2.071,7.04,150,2.64,,,,,,0.0,1.28,43.629999999999995,55.09,Gravel
147,0.30602,0.42614,0.62154,0.93707,2.20837,4.51703,7.63678,14.13766,25.81827,34.890078,41.79909,False,0.0,0.0,48.84,2.065,4.71,150,2.68,,,,,,0.0,0.0,48.84,51.16,Gravel
152,0.006876,0.028575,0.118751,0.335301,0.914285,3.16951,8.927653,17.233412,25.123684,30.334675,44.551203,False,1.31,25.55,56.32,2.025,9.74,150,2.65,,,,,,1.31,24.240000000000002,30.77,43.68,Gravel
153,0.22067,0.418051,0.866519,2.274199,5.595488,10.185479,16.4612,23.48174,34.902261,46.891817,55.981322,False,0.0,3.76,38.81,2.199,6.65,150,2.65,,,,,,0.0,3.76,35.050000000000004,61.19,Gravel
157,0.533298,0.685363,0.880787,1.41077,2.746089,5.028392,8.855861,15.990548,25.394043,32.0,48.046784,False,0.0,0.0,45.01,2.033,6.73,150,2.63,,,,,,0.0,0.0,45.01,54.99,Gravel
158,0.469947,0.88898,1.800014,3.543781,5.224274,7.238031,10.637093,16.037847,22.47648,26.608441,29.443817,False,0.0,1.19,31.45,2.107,3.54,150,2.65,4.86608e-06,7.5,,,0.3,0.0,1.19,30.259999999999998,68.55,Gravel
164,0.291978,0.407386,0.591748,0.916603,2.14978,4.375613,7.513663,13.617228,24.245392,33.130071,48.718429,False,0.0,0.0,49.03,2.065,4.71,150,2.67,,,,,,0.0,0.0,49.03,50.97,Gravel
170,0.260011,0.422184,0.714917,1.475626,3.088758,5.16923,8.005917,11.586717,17.689538,26.263721,37.711074,False,0.22,4.49,43.04,2.164,7.01,150,2.7,,,,,,0.22,4.2700000000000005,38.55,56.96,Gravel
178,0.12755,0.31137,0.49782,0.9318,3.00775,10.22212,17.76777,23.33526,28.90275,32.166398,34.298915,False,0.0,2.1,46.52,2.099,5.96,150,2.65,,,,,,0.0,2.1,44.42,53.48,Gravel
180,0.13207,0.28587,0.45659,0.86739,2.29961,6.11558,11.6691,17.70114,24.85057,29.444482,32.599013,False,0.0,0.41,48.57,2.156,8.15,150,2.71,,,,,,0.0,0.41,48.160000000000004,51.43,Gravel
188,0.262522,0.409387,0.638414,0.995567,2.727102,5.937202,9.996557,15.12702,22.860597,29.483701,37.109211,False,0.0,4.1,46.6,1.988,6.5,150,2.65,,,,,,0.0,4.1,42.5,53.4,Gravel
