id,psd_size_at_d10_mm,psd_size_at_d20_mm,psd_size_at_d30_mm,psd_size_at_d40_mm,psd_size_at_d50_mm,psd_size_at_d60_mm,psd_size_at_d70_mm,psd_size_at_d80_mm,psd_size_at_d90_mm,psd_size_at_d95_mm,psd_size_at_d98_mm,psd_has_sedimentation,psd_passing_at_0_002mm_pct,psd_passing_at_0_063mm_pct,psd_passing_at_2mm_pct,proctor_mdd_g_cm3,proctor_owc_pct,proctor_diam_mm,grain_density_g_cm3,hyd_cond_kf_m_s,hyd_cond_hyd_gradient,atterberg_liquid_limit_pct,atterberg_plastic_limit_pct,loss_on_ignition_pct,clay_pct,silt_pct,sand_pct,gravel_pct,dominant_soil_type
43,0.024857,0.164585,0.423359,0.763695,1.19479,1.712979,2.416836,3.368896,5.774137,8.871387,13.731447,True,0.79,14.01,64.3,2.034,10.08,150,2.65,,,,,,0.79,13.219999999999999,50.29,35.7,Sand
45,0.001992,0.016241,0.053291,0.096607,0.151742,0.215732,0.322944,0.503661,1.638804,4.642763,9.368378,True,10.02,32.55,91.0,2.087,8.43,100,2.65,,,,,,10.02,22.529999999999998,58.45,9.0,Sand
47,0.146277,0.269307,0.331316,0.407602,0.50175,0.643946,0.82644,1.177916,2.634722,5.162773,9.761675,False,0.0,6.61,87.63,1.903,8.45,100,2.65,1.405061e-05,30.0,,,1.2,0.0,6.61,81.02,12.370000000000005,Sand
48,0.148151,0.264076,0.440611,0.723422,1.238927,2.318119,4.344146,8.686895,14.354969,20.568056,26.81708,True,0.88,4.94,57.6,2.155,7.0,150,2.65,,,,,,0.88,4.0600000000000005,52.660000000000004,42.4,Sand
49,0.039275,0.140258,0.23905,0.327026,0.438452,0.616413,0.900636,1.838642,5.568438,11.296295,19.212015,False,0.0,13.2,81.0,2.024,8.55,100,2.65,6.15e-09,30.0,,,,0.0,13.2,67.8,19.0,Sand
50,0.167345,0.305821,0.427665,0.604396,0.86206,1.425012,2.848828,6.607852,14.043692,27.61257,45.417111,False,0.0,5.05,65.57,2.054,9.06,100,2.65,6.54685e-06,30.0,,,0.5,0.0,5.05,60.519999999999996,34.43000000000001,Sand
51,0.003765,0.022501,0.122144,0.211038,0.322875,0.469818,0.771959,1.595781,5.088951,9.682384,13.087748,True,8.54,25.13,82.43,2.095,8.71,100,2.66,2e-10,30.0,22.65,12.41,1.6,8.54,16.59,57.30000000000001,17.569999999999993,Sand
53,0.040236,0.075662,0.130809,0.163259,0.203757,0.255023,0.330201,0.427541,0.695922,1.291963,8.979696,False,0.0,17.1,96.16,1.992,9.2,100,2.65,,,,,,0.0,17.1,79.06,3.8400000000000034,Sand
54,0.013923,0.089154,0.19182,0.276334,0.33844,0.414503,0.529732,1.353232,9.437089,17.21511,24.977731,False,0.0,18.13,82.26,2.051,8.27,100,2.65,,,,,0.7,0.0,18.13,64.13000000000001,17.739999999999995,Sand
57,0.007454,0.053429,0.136816,0.221776,0.326298,0.464982,0.792934,1.964315,8.363305,17.758994,25.046882,True,6.33,21.58,80.16,2.083,9.28,100,2.63,,,23.43,13.83,1.6,6.33,15.249999999999998,58.58,19.840000000000003,Sand
58,0.131005,0.286911,0.477811,0.812382,1.536789,3.037918,6.666096,11.872687,20.001425,26.383663,31.152979,True,0.63,5.04,53.74,2.194,7.3,150,2.67,,,,,,0.63,4.41,48.7,46.26,Sand
63,0.3367,0.51772,0.68202,0.84633,1.04165,1.6853,3.16077,7.98846,28.05688,52.580841,76.647929,False,0.0,0.0,62.72,1.925,7.68,150,2.65,,,,,,0.0,0.0,62.72,37.28,Sand
65,0.251203,0.319345,0.40597,0.513658,0.630003,0.772701,0.94772,1.334796,1.975079,2.799121,3.472212,False,0.0,1.2,90.32,1.699,12.31,100,2.65,,,,,,0.0,1.2,89.11999999999999,9.680000000000007,Sand
67,0.234594,0.353168,0.509708,0.797139,1.452169,3.585901,11.274953,24.451829,41.022872,50.837397,57.819942,False,0.0,3.97,54.23,2.115,7.73,150,2.65,,,,,,0.0,3.97,50.26,45.77,Sand
68,0.017354,0.178062,0.283065,0.354068,0.442881,0.565658,0.740542,0.969495,2.690451,8.162952,17.611099,False,4.16,13.5,88.31,1.994,10.46,100,2.65,1.06909e-06,30.0,,,0.9,4.16,9.34,74.81,11.689999999999998,Sand
71,0.216762,0.418074,0.572114,0.696669,0.848341,1.082662,1.75203,3.630136,9.396626,16.565035,24.359214,False,0.0,4.85,72.75,1.962,9.61,150,2.64,,,,,,0.0,4.85,67.9,27.25,Sand
72,0.253303,0.331098,0.432788,0.548656,0.671094,0.820855,1.009443,1.61499,4.977963,10.621999,13.581711,False,0.0,4.03,84.55,1.893,11.38,100,2.65,,,,,,0.0,4.03,80.52,15.450000000000003,Sand
73,0.290952,0.464019,0.698841,1.043022,1.582774,2.488277,4.103344,7.144336,16.315509,22.846443,27.960787,False,0.54,2.76,55.61,1.942,4.04,100,2.65,,,,,0.5,0.54,2.2199999999999998,52.85,44.39,Sand
74,0.015205,0.079639,0.177986,0.281037,0.38333,0.531897,0.817221,1.513113,3.620507,6.226565,9.717435,True,3.55,18.17,83.57,2.043,9.29,100,2.65,,,,,,3.55,14.620000000000001,65.39999999999999,16.430000000000007,Sand
77,0.018287,0.193294,0.303675,0.38918,0.498761,0.745312,1.310838,3.194619,7.149167,11.925683,17.737325,False,2.74,14.08,74.23,2.078,9.46,100,2.65,,,,,,2.74,11.34,60.150000000000006,25.769999999999996,Sand
80,0.175519,0.27461,0.337548,0.414911,0.51312,0.672043,0.880187,1.471892,3.904598,7.380732,17.374004,False,0.0,3.19,84.18,1.883,10.82,100,2.65,0.00015537104,3.75,,,,0.0,3.19,80.99000000000001,15.819999999999993,Sand
82,0.087837,0.225932,0.387254,0.64021,1.119592,3.014117,9.162283,17.754688,23.648946,27.293622,29.744783,True,1.15,7.08,56.42,2.106,6.87,150,2.64,,,,,,1.15,5.93,49.34,43.58,Sand
84,0.007719,0.030937,0.06808,0.124773,0.185739,0.276837,0.414913,0.793474,5.028939,9.820351,13.162028,True,1.25,28.72,85.61,2.043,7.71,100,2.65,,,,,,1.25,27.47,56.89,14.39,Sand
85,0.2273,0.351422,0.50429,0.631426,0.790613,0.989934,1.537014,2.694564,6.458702,12.34216,20.772387,False,0.0,4.13,75.85,1.918,5.36,100,2.65,0.00017035324,30.0,,,0.4,0.0,4.13,71.72,24.150000000000006,Sand
86,0.023378,0.264226,0.347503,0.457028,0.609507,0.818404,1.134965,1.68579,3.337162,5.342806,7.143307,True,0.0,12.37,84.32,2.075,8.66,100,2.78,9.56664e-06,1.65,,,0.6,0.0,12.37,71.94999999999999,15.680000000000007,Sand
89,0.263679,0.326021,0.403104,0.498411,0.60061,0.723482,0.871491,1.101125,1.592683,1.915472,2.842037,False,0.0,1.48,96.17,1.711,7.44,100,2.65,,,,,0.3,0.0,1.48,94.69,3.8299999999999983,Sand
92,0.301481,0.423753,0.557444,0.688796,0.851099,1.060889,1.359964,1.743351,2.49582,3.197428,3.709825,False,0.0,0.83,85.53,1.778,11.28,100,2.65,,,,,,0.0,0.83,84.7,14.469999999999999,Sand
94,0.100958,0.146559,0.17597,0.211284,0.255888,0.342316,0.457935,0.712325,1.663157,5.180229,11.313708,True,2.81,7.13,91.2,1.845,11.82,100,2.65,,,,,,2.81,4.32,84.07000000000001,8.799999999999997,Sand
98,0.366125,0.573365,0.77885,1.075422,1.596628,2.258168,2.994852,3.971865,6.163716,7.693809,11.428492,False,0.0,1.02,55.7,1.976,7.18,100,2.65,1.7045e-06,30.0,,,,0.0,1.02,54.68,44.3,Sand
99,0.009204,0.054815,0.167201,0.272032,0.378355,0.529781,0.769488,1.270069,3.672513,8.474302,15.376907,False,1.42,20.78,85.66,2.062,9.47,100,2.63,,,,,,1.42,19.36,64.88,14.340000000000003,Sand
100,0.31534,0.47774,0.64594,0.81507,0.9842,1.62321,3.06082,7.87718,19.74483,31.260413,41.183144,False,0.0,0.0,63.29,1.884,9.52,100,2.65,,,,,,0.0,0.0,63.29,36.71,Sand
101,0.153012,0.320829,0.530221,0.734601,1.01788,1.413286,1.962289,2.740452,3.828572,6.250532,10.016623,False,0.0,5.76,70.58,1.952,9.56,100,2.65,,,,,,0.0,5.76,64.82,29.42,Sand
103,0.006522,0.036498,0.230004,0.341481,0.480865,0.687781,0.985708,1.56204,2.568829,3.356397,3.940545,True,2.82,21.61,85.32,2.0,11.68,100,2.67,4.6062e-07,2.37,,,1.9,2.82,18.79,63.709999999999994,14.680000000000007,Sand
104,0.001958,0.006067,0.027179,0.059501,0.094682,0.145979,0.214734,0.339322,0.65589,1.532323,4.555155,True,10.24,41.23,95.88,2.06,10.16,100,2.68,,,,,,10.24,30.989999999999995,54.65,4.1200000000000045,Sand
107,0.000785,0.007976,0.038333,0.092346,0.157101,0.227683,0.341205,0.531464,1.370595,4.57036,10.480317,True,13.56,35.15,91.93,1.99,9.25,100,2.66,5.4e-10,30.0,30.92,13.86,1.8,13.56,21.589999999999996,56.78000000000001,8.069999999999993,Sand
108,0.225386,0.330736,0.450744,0.592188,0.763782,0.985099,1.541148,2.733165,6.894079,18.692243,25.5653,False,0.0,3.31,75.67,1.926,10.95,100,2.65,1.47777e-05,20.03,,,,0.0,3.31,72.36,24.33,Sand
109,0.18513,0.333519,0.488319,0.666416,0.905248,1.46421,2.811282,6.405632,15.077451,25.833449,40.978201,False,0.0,5.02,65.52,2.046,8.58,100,2.65,8.480944e-05,3.75,,,,0.0,5.02,60.5,34.480000000000004,Sand
110,0.119448,0.238083,0.375454,0.626292,1.394146,3.545108,7.117566,12.404114,20.283188,25.479463,29.216132,True,0.18,4.79,53.03,2.086,6.88,150,2.65,,,,,,0.18,4.61,48.24,46.97,Sand
111,0.012098,0.024608,0.050053,0.101811,0.169066,0.258452,0.39369,0.711746,2.619942,6.72416,12.708864,False,0.0,33.24,88.66,2.013,10.37,100,2.65,,,,,,0.0,33.24,55.419999999999995,11.340000000000003,Sand
113,0.25128,0.316911,0.399684,0.504265,0.642779,0.81934,1.096637,1.836018,3.843373,6.803191,10.921021,False,0.0,2.84,81.66,1.882,9.85,100,2.65,,,,,,0.0,2.84,78.82,18.340000000000003,Sand
114,0.284255,0.369418,0.480097,0.585137,0.704808,0.848954,1.03855,1.423382,1.950812,2.745582,3.44104,False,0.0,0.44,90.79,1.75,8.91,100,2.65,0.00020323086,30.0,,,0.3,0.0,0.44,90.35000000000001,9.209999999999994,Sand
116,0.000144,0.000584,0.002357,0.006743,0.020873,0.129515,0.244053,0.373227,0.645849,0.9923,2.254206,True,28.82,55.27,97.71,1.77,15.8,100,2.65,,,50.25,25.7,4.2,28.82,26.450000000000003,42.43999999999999,2.2900000000000063,Sand
117,0.016744,0.2108,0.366039,0.596887,1.02398,2.87503,8.173909,16.958904,23.112886,26.982511,29.608696,True,4.76,11.87,56.78,2.079,8.33,150,2.67,,,,,,4.76,7.109999999999999,44.910000000000004,43.22,Sand
118,0.29094,0.40633,0.552169,0.717458,0.932227,1.344501,2.01684,3.213487,5.165199,6.573998,7.597577,False,0.0,1.29,69.82,1.873,8.39,100,2.65,1.23814e-06,30.0,,,0.3,0.0,1.29,68.52999999999999,30.180000000000007,Sand
120,0.000685,0.004373,0.0213,0.066305,0.128558,0.191957,0.290674,0.452262,1.117287,3.781683,9.717435,True,15.01,39.25,92.73,2.044,9.3,100,2.65,,,29.04,12.59,3.0,15.01,24.240000000000002,53.480000000000004,7.269999999999996,Sand
123,0.009459,0.02218,0.052007,0.121949,0.193133,0.297302,0.447395,0.862249,3.618089,8.527607,14.981904,False,0.0,32.25,86.81,2.004,10.77,100,2.65,1.44e-09,30.0,,,,0.0,32.25,54.56,13.189999999999998,Sand
124,0.260098,0.376581,0.530757,0.685001,0.884069,1.263344,1.985583,4.806669,20.190874,30.965743,47.19393,False,0.0,1.89,70.16,1.926,10.95,100,2.65,1.30196e-05,15.05,,,,0.0,1.89,68.27,29.840000000000003,Sand
125,0.14817,0.28004,0.36976,0.45949,0.61956,0.83755,1.22034,2.23041,5.24385,8.0405,10.391128,False,0.0,0.0,78.19,1.89,10.64,100,2.65,,,,,,0.0,0.0,78.19,21.810000000000002,Sand
126,0.001367,0.005334,0.019854,0.061542,0.120086,0.195791,0.323525,0.563458,1.270337,5.580491,16.793205,True,12.64,40.35,92.94,2.045,10.37,100,2.65,,,,,,12.64,27.71,52.589999999999996,7.060000000000002,Sand
127,0.078642,0.2412,0.440961,0.753992,1.408942,3.776627,9.243591,16.961,23.625462,27.883336,30.798062,True,1.18,8.55,54.69,2.077,7.19,150,2.67,,,,,,1.18,7.370000000000001,46.14,45.31,Sand
128,0.294585,0.428479,0.571862,0.718584,0.90295,1.11278,1.349993,1.637775,1.986903,2.798022,3.473181,False,0.0,0.13,90.34,1.656,12.3,100,2.65,,,,,,0.0,0.13,90.21000000000001,9.659999999999997,Sand
129,0.011906,0.037299,0.116855,0.19481,0.298681,0.435769,0.743527,1.826656,7.025628,13.049136,20.893598,False,0.0,24.59,80.79,1.991,10.6,100,2.65,1.8e-10,30.0,,,,0.0,24.59,56.2,19.209999999999994,Sand
131,0.309914,0.457366,0.58372,0.713525,0.872195,1.127911,1.644921,2.648255,5.226094,8.443129,13.402632,False,0.0,1.9,75.18,1.852,10.11,100,2.65,0.00010612397,7.5,,,0.4,0.0,1.9,73.28,24.819999999999993,Sand
132,0.007233,0.020837,0.049744,0.102238,0.197134,0.362972,0.753582,2.833121,12.50955,21.088345,27.085296,True,3.32,33.28,77.9,1.906,10.59,100,2.622,,,32.33,19.51,3.6,3.32,29.96,44.620000000000005,22.099999999999994,Sand
134,0.039457,0.176683,0.281128,0.395811,0.571037,0.868292,1.499681,2.985851,7.0766,12.016308,17.954322,False,1.08,11.4,74.71,2.002,8.04,100,2.65,5.68769e-06,30.0,,,,1.08,10.32,63.309999999999995,25.290000000000006,Sand
135,0.00338,0.014552,0.035882,0.103034,0.220661,0.364549,0.61349,1.35601,4.710633,7.983137,12.112238,True,7.61,35.52,83.19,1.862,12.19,100,2.67,,,38.41,21.27,3.5,7.61,27.910000000000004,47.669999999999995,16.810000000000002,Sand
137,0.13346,0.29968,0.48363,0.85015,1.62026,3.20598,6.94788,12.55859,21.15694,27.460525,32.111636,False,0.0,0.72,53.09,2.193,7.42,150,2.704,,,,,,0.0,0.72,52.370000000000005,46.91,Sand
138,0.008784,0.019801,0.044635,0.100615,0.171048,0.26139,0.387725,0.654472,2.095179,6.097215,11.055303,False,0.0,34.24,89.78,2.019,10.27,100,2.63,5.1e-10,30.0,,,,0.0,34.24,55.54,10.219999999999999,Sand
142,0.034447,0.138565,0.308439,0.53624,0.758226,1.043337,1.288518,1.591315,1.965268,2.911088,3.81364,False,0.0,14.15,90.83,1.962,12.42,100,2.65,,,,,,0.0,14.15,76.67999999999999,9.170000000000002,Sand
143,0.001709,0.008423,0.022946,0.058746,0.156144,0.291754,0.499731,1.08568,3.037296,5.958928,10.063803,True,10.7,40.78,86.54,1.861,13.32,100,2.65,4.42e-09,30.0,,,2.9,10.7,30.080000000000002,45.760000000000005,13.459999999999994,Sand
144,0.27091,0.36468,0.45846,0.58606,0.74057,0.89508,1.14587,1.60036,2.24068,2.651312,2.932983,False,0.0,0.0,86.62,1.774,10.75,100,2.65,,,,,,0.0,0.0,86.62,13.379999999999995,Sand
145,0.16148,0.34001,0.54232,0.7775,1.02553,1.49895,1.97237,2.90865,3.87363,4.470246,4.871464,False,0.0,0.0,70.36,1.962,10.54,150,2.65,,,,,,0.0,0.0,70.36,29.64,Sand
148,0.02112,0.126946,0.265885,0.326944,0.402025,0.494347,0.655495,0.872999,2.471119,5.085359,7.238484,True,0.0,17.68,88.7,2.091,8.54,100,2.65,2.96998e-06,1.98,,,0.5,0.0,17.68,71.02000000000001,11.299999999999997,Sand
149,0.003016,0.009466,0.029714,0.093269,0.253585,0.555689,2.346921,10.392892,20.095301,25.159531,28.791702,False,6.41,36.57,69.25,1.934,13.08,100,2.65,,,,,,6.41,30.16,32.68,30.75,Sand
150,0.005456,0.027995,0.131334,0.234919,0.33995,0.479606,0.708369,1.132927,3.79231,11.060313,21.072533,False,3.86,24.96,85.92,2.037,9.34,100,2.65,6.232e-07,30.0,,,,3.86,21.1,60.96,14.079999999999998,Sand
151,0.095744,0.239967,0.439865,0.724524,1.220763,2.270468,4.089552,6.425609,11.704898,17.51376,24.907956,True,0.79,7.3,57.87,2.026,7.95,150,2.65,,,,,,0.79,6.51,50.57,42.13,Sand
154,0.057778,0.215045,0.423592,0.704024,1.092965,1.590381,2.195085,2.788446,3.542201,3.992351,9.444253,False,0.0,10.37,66.11,2.016,9.55,100,2.65,5.1135e-07,30.0,,,1.8,0.0,10.37,55.74,33.89,Sand
155,5e-06,4e-05,0.00035,0.003084,0.027149,0.154767,0.288912,0.44727,0.931476,2.482994,5.388427,False,38.03,53.87,94.07,1.734,17.73,100,2.65,1.1e-10,30.0,,,,38.03,15.839999999999996,40.199999999999996,5.930000000000007,Sand
156,0.24303,0.40599,0.57375,0.75285,0.93196,1.41602,2.27589,5.10353,13.46081,21.861072,29.243652,False,0.0,0.0,67.28,1.941,8.91,150,2.65,,,,,,0.0,0.0,67.28,32.72,Sand
160,0.1534,0.27686,0.35159,0.42632,0.50254,0.6825,0.86245,1.23602,2.79626,4.205848,5.373029,False,0.0,0.0,85.89,1.903,8.45,100,2.65,,,,,,0.0,0.0,85.89,14.11,Sand
161,0.184749,0.346933,0.651491,1.090508,1.429613,1.874168,2.442269,3.181598,4.171824,4.84799,5.305217,False,0.0,0.0,62.4,1.886,9.14,100,2.65,,,,,,0.0,0.0,62.4,37.6,Sand
162,0.061643,0.095272,0.147247,0.227576,0.351728,0.54361,0.840171,1.587401,3.153494,4.278442,5.235551,False,0.0,10.5,83.0,2.002,9.56,100,2.72,,,,,,0.0,10.5,72.5,17.0,Sand
163,7.5e-05,0.000328,0.00143,0.006241,0.027241,0.118892,0.263254,0.464429,1.207181,3.812954,7.941638,False,32.3,55.69,92.44,1.92,12.76,100,2.66,2e-10,30.0,,,,32.3,23.39,36.75,7.560000000000002,Sand
165,0.00514,0.020795,0.047622,0.135887,0.206311,0.292194,0.390033,0.571086,4.594793,10.14084,13.332192,True,7.61,32.32,87.8,2.045,11.79,100,2.78,8.0692e-07,1.61,,,0.6,7.61,24.71,55.48,12.200000000000003,Sand
169,0.000363,0.000958,0.002525,0.006925,0.034107,0.100816,0.210472,0.342575,0.550214,0.860487,1.662476,True,27.6,55.08,98.48,1.727,17.86,100,2.65,,,,,,27.6,27.479999999999997,43.400000000000006,1.519999999999996,Sand
171,0.191444,0.297487,0.381795,0.489996,0.650701,0.866716,1.356836,2.6918,6.832697,13.265064,22.014338,False,0.0,3.9,76.37,1.955,9.18,100,2.65,0.00012485172,3.75,,,,0.0,3.9,72.47,23.629999999999995,Sand
172,0.134174,0.255832,0.402088,0.667762,1.31611,3.054622,5.669355,10.590775,19.724221,24.92615,28.684575,True,0.61,4.16,54.22,2.077,6.88,150,2.65,,,,,,0.61,3.5500000000000003,50.06,45.78,Sand
173,0.08824,0.23697,0.40367,0.64381,0.98896,2.67318,8.59645,16.04356,24.02178,29.393913,33.177888,False,0.0,6.59,57.08,2.08,6.4,150,2.65,,,,,,0.0,6.59,50.489999999999995,42.92,Sand
174,0.020377,0.112585,0.258939,0.321219,0.398479,0.494321,0.683268,0.950172,1.533458,1.974862,2.987518,True,0.0,18.89,95.25,2.139,8.09,100,2.78,9.09602e-06,1.6,,,0.6,0.0,18.89,76.36,4.75,Sand
